"rather","quiet"
"quiet","as"
"as","he"
"he","ate"
"ate","the"
"the","ice"
"ice","cream"
"cream","hagrid"
"hagrid","had"
"had","bought"
"bought","him"
"him","chocolate"
"chocolate","and"
"and","raspberry"
"raspberry","with"
"with","chopped"
"chopped","nuts"
"nuts","what"
"what","up"
"up","said"
"said","hagrid"
"hagrid","nothing"
"nothing","harry"
"harry","lied"
"lied","they"
"they","stopped"
"stopped","to"
"to","buy"
"buy","parchment"
"parchment","and"
"and","quills"
"quills","harry"
"harry","cheered"
"cheered","up"
"up","a"
"a","bit"
"bit","when"
"when","he"
"he","found"
"found","a"
"a","bottle"
"bottle","of"
"of","ink"
"ink","that"
"that","changed"
"changed","color"
"color","as"
"as","you"
"you","wrote"
"wrote","when"
"when","they"
"they","had"
"had","left"
"left","the"
"the","shop"
"shop","he"
"he","said"
"said","hagrid"
"hagrid","what"
"what","quidditch"
"quidditch","blimey"
"blimey","harry"
"harry","i"
"i","keep"
"keep","forgettin"
"forgettin","how"
"how","little"
"little","yeh"
"yeh","know"
"know","not"
"not","knowin"
"knowin","about"
"about","quidditch"
"quidditch","do"
"do","n't"
"n't","make"
"make","me"
"me","feel"
"feel","worse"
"worse","said"
"said","harry"
"harry","he"
"he","told"
"told","hagrid"
"hagrid","about"
"about","the"
"the","pate"
"pate","boy"
"boy","in"
"in","madam"
"madam","malkin's."
"malkin's.","and"
"and","he"
"he","said"
"said","people"
"people","from"
"from","muggle"
"muggle","families"
"families","should"
"should","n't"
"n't","even"
"even","be"
"be","allowed"
"allowed","in"
"in","yer"
"yer","not"
"not","from"
"from","a"
"a","muggle"
"muggle","family"
"family","if"
"if","he"
"he","known"
"known","who"
"who","yeh"
"yeh","were"
"were","he"
"he","grown"
"grown","up"
"up","knowin"
"knowin","yer"
"yer","name"
"name","if"
"if","his"
"his","parents"
"parents","are"
"are","wizardin"
"wizardin","folk"
"folk","you"
"you","saw"
"saw","what"
"what","everyone"
"everyone","in"
"in","the"
"the","leaky"
"leaky","cauldron"
"cauldron","was"
"was","like"
"like","when"
"when","they"
"they","saw"
"saw","yeh"
"yeh","anyway"
"anyway","what"
"what","does"
"does","he"
"he","know"
"know","about"
"about","it"
"it","some"
"some","o"
"o","the"
"the","best"
"best","i"
"i","ever"
"ever","saw"
"saw","were"
"were","the"
"the","only"
"only","ones"
"ones","with"
"with","magic"
"magic","in"
"in","in"
"in","a"
"a","long"
"long","line"
"line","muggles"
"muggles","look"
"look","at"
"at","yer"
"yer","mum"
"mum","look"
"look","what"
"what","she"
"she","had"
"had","fer"
"fer","a"
"a","sister"
"sister","so"
"so","what"
"what","is"
"is","quidditch"
"quidditch","it"
"it","our"
"our","sport"
"sport","wizard"
"wizard","sport"
"sport","it"
"it","like"
"like","like"
"like","soccer"
"soccer","in"
"in","the"
"the","muggle"
"muggle","world"
"world","everyone"
"everyone","follows"
"follows","quidditch"
"quidditch","played"
"played","up"
"up","in"
"in","the"
"the","air"
"air","on"
"on","broomsticks"
"broomsticks","and"
"and","there"
"there","four"
"four","balls"
"balls","sorta"
"sorta","hard"
"hard","ter"
"ter","explain"
"explain","the"
"the","rules"
"rules","and"
"and","what"
"what","are"
"are","slytherin"
"slytherin","and"
"and","hufflepuff"
"hufflepuff","school"
"school","houses"
"houses","there"
"there","four"
"four","everyone"
"everyone","says"
"says","hufflepuff"
"hufflepuff","are"
"are","a"
"a","lot"
"lot","o"
"o","duffers"
"duffers","but"
"but","i"
"i","bet"
"bet","i"
"i","in"
"in","hufflepuff"
"hufflepuff","said"
"said","harry"
"harry","gloomily"
"gloomily","better"
"better","hufflepuff"
"hufflepuff","than"
"than","slytherin"
"slytherin","said"
"said","hagrid"
"hagrid","darkly"
"darkly","there"
"there","not"
"not","a"
"a","single"
"single","witch"
"witch","or"
"or","wizard"
"wizard","who"
"who","went"
"went","bad"
"bad","who"
"who","was"
"was","n't"
"n't","in"
"in","slytherin"
"slytherin","you-know-who"
"you-know-who","was"
"was","one"
"one","vol-"
"vol-","sorry"
"sorry","you-know-who"
"you-know-who","was"
"was","at"
"at","hogwarts"
"hogwarts","years"
"years","an"
"an","years"
"years","ago"
"ago","said"
"said","hagrid"
"hagrid","they"
"they","bought"
"bought","harry"
"harry","school"
"school","books"
"books","in"
"in","a"
"a","shop"
"shop","called"
"called","flourish"
"flourish","and"
"and","blotts"
"blotts","where"
"where","the"
"the","shelves"
"shelves","were"
"were","stacked"
"stacked","to"
"to","the"
"the","ceiling"
"ceiling","with"
"with","books"
"books","as"
"as","large"
"large","as"
"as","paving"
"paving","stones"
"stones","bound"
"bound","in"
"in","leather"
"leather","books"
"books","the"
"the","size"
"size","of"
"of","postage"
"postage","stamps"
"stamps","in"
"in","covers"
"covers","of"
"of","silk"
"silk","books"
"books","full"
"full","of"
"of","peculiar"
"peculiar","symbols"
"symbols","and"
"and","a"
"a","few"
"few","books"
"books","with"
"with","nothing"
"nothing","in"
"in","them"
"them","at"
"at","all"
"all","even"
"even","dudley"
"dudley","who"
"who","never"
"never","read"
"read","anything"
"anything","would"
"would","have"
"have","been"
"been","wild"
"wild","to"
"to","get"
"get","his"
"his","hands"
"hands","on"
"on","some"
"some","of"
"of","these"
"these","hagrid"
"hagrid","almost"
"almost","had"
"had","to"
"to","drag"
"drag","harry"
"harry","away"
"away","from"
"from","curses"
"curses","and"
"and","countercurses"
"countercurses","bewitch"
"bewitch","your"
"your","friends"
"friends","and"
"and","befuddle"
"befuddle","your"
"your","enemies"
"enemies","with"
"with","the"
"the","latest"
"latest","revenges"
"revenges","hair"
"hair","loss"
"loss","jelly-legs"
"jelly-legs","tongue-"
"tongue-","tying"
"tying","and"
"and","much"
"much","much"
"much","more"
"more","by"
"by","professor"
"professor","vindictus"
"vindictus","viridian"
"viridian","i"
"i","was"
"was","trying"
"trying","to"
"to","find"
"find","out"
"out","how"
"how","to"
"to","curse"
"curse","dudley"
"dudley","i"
"i","not"
"not","sayin"
"sayin","that"
"that","not"
"not","a"
"a","good"
"good","idea"
"idea","but"
"but","yer"
"yer","not"
"not","ter"
"ter","use"
"use","magic"
"magic","in"
"in","the"
"the","muggle"
"muggle","world"
"world","except"
"except","in"
"in","very"
"very","special"
"special","circumstances"
"circumstances","said"
"said","hagrid"
"hagrid","an"
"an","anyway"
"anyway","yeh"
"yeh","couldn"
"couldn","work"
"work","any"
"any","of"
"of","them"
"them","curses"
"curses","yet"
"yet","yeh"
"yeh","need"
"need","a"
"a","lot"
"lot","more"
"more","study"
"study","before"
"before","yeh"
"yeh","get"
"get","ter"
"ter","that"
"that","level"
"level","hagrid"
"hagrid","would"
"would","n't"
"n't","let"
"let","harry"
"harry","buy"
"buy","a"
"a","solid"
"solid","gold"
"gold","cauldron"
"cauldron","either"
"either","it"
"it","says"
"says","pewter"
"pewter","on"
"on","yer"
"yer","list"
"list","but"
"but","they"
"they","got"
"got","a"
"a","nice"
"nice","set"
"set","of"
"of","scales"
"scales","for"
"for","weighing"
"weighing","potion"
"potion","ingredients"
"ingredients","and"
"and","a"
"a","collapsible"
"collapsible","brass"
"brass","telescope"
"telescope","then"
"then","they"
"they","visited"
"visited","the"
"the","apothecary"
"apothecary","which"
"which","was"
"was","fascinating"
"fascinating","enough"
"enough","to"
"to","make"
"make","up"
"up","for"
"for","its"
"its","horrible"
"horrible","smell"
"smell","a"
"a","mixture"
"mixture","of"
"of","bad"
"bad","eggs"
"eggs","and"
"and","rotted"
"rotted","cabbages"
"cabbages","barrels"
"barrels","of"
"of","slimy"
"slimy","stuff"
"stuff","stood"
"stood","on"
"on","the"
"the","floor"
"floor","jars"
"jars","of"
"of","herbs"
"herbs","dried"
"dried","roots"
"roots","and"
"and","bright"
"bright","powders"
"powders","lined"
"lined","the"
"the","walls"
"walls","bundles"
"bundles","of"
"of","feathers"
"feathers","strings"
"strings","of"
"of","fangs"
"fangs","and"
"and","snarled"
"snarled","claws"
"claws","hung"
"hung","from"
"from","the"
"the","ceiling"
"ceiling","while"
"while","hagrid"
"hagrid","asked"
"asked","the"
"the","man"
"man","behind"
"behind","the"
"the","counter"
"counter","for"
"for","a"
"a","supply"
"supply","of"
"of","some"
"some","basic"
"basic","potion"
"potion","ingredients"
"ingredients","for"
"for","harry"
"harry","harry"
"harry","himself"
"himself","examined"
"examined","silver"
"silver","unicorn"
"unicorn","horns"
"horns","at"
"at","twenty-one"
"twenty-one","galleons"
"galleons","each"
"each","and"
"and","minuscule"
"minuscule","glittery-black"
"glittery-black","beetle"
"beetle","eyes"
"eyes","five"
"five","knuts"
"knuts","a"
"a","scoop"
"scoop","outside"
"outside","the"
"the","apothecary"
"apothecary","hagrid"
"hagrid","checked"
"checked","harry"
"harry","list"
"list","again"
"again","just"
"just","yer"
"yer","wand"
"wand","left"
"left","a"
"a","yeah"
"yeah","an"
"an","i"
"i","still"
"still","have"
"have","n't"
"n't","got"
"got","yeh"
"yeh","a"
"a","birthday"
"birthday","present"
"present","harry"
"harry","felt"
"felt","himself"
"himself","go"
"go","red"
"red","you"
"you","do"
"do","n't"
"n't","have"
"have","to"
"to","i"
"i","know"
"know","i"
"i","do"
"do","n't"
"n't","have"
"have","to"
"to","tell"
"tell","yeh"
"yeh","what"
"what","i"
"i","get"
"get","yer"
"yer","animal"
"animal","not"
"not","a"
"a","toad"
"toad","toads"
"toads","went"
"went","outta"
"outta","fashion"
"fashion","years"
"years","ago"
"ago","yeh"
"yeh","be"
"be","laughed"
"laughed","at"
"at","an"
"an","i"
"i","don"
"don","like"
"like","cats"
"cats","they"
"they","make"
"make","me"
"me","sneeze"
"sneeze","i"
"i","get"
"get","yer"
"yer","an"
"an","owl"
"owl","all"
"all","the"
"the","kids"
"kids","want"
"want","owls"
"owls","they"
"they","dead"
"dead","useful"
"useful","carry"
"carry","yer"
"yer","mail"
"mail","an"
"an","everythin"
"everythin","twenty"
"twenty","minutes"
"minutes","later"
"later","they"
"they","left"
"left","eeylops"
"eeylops","owl"
"owl","emporium"
"emporium","which"
"which","had"
"had","been"
"been","dark"
"dark","and"
"and","full"
"full","of"
"of","rustling"
"rustling","and"
"and","flickering"
"flickering","jewel-bright"
"jewel-bright","eyes"
"eyes","harry"
"harry","now"
"now","carried"
"carried","a"
"a","large"
"large","cage"
"cage","that"
"that","held"
"held","a"
"a","beautiful"
"beautiful","snowy"
"snowy","owl"
"owl","fast"
"fast","asleep"
"asleep","with"
"with","her"
"her","head"
"head","under"
"under","her"
"her","wing"
"wing","he"
"he","could"
"could","n't"
"n't","stop"
"stop","stammering"
"stammering","his"
"his","thanks"
"thanks","sounding"
"sounding","just"
"just","like"
"like","professor"
"professor","quirrell"
"quirrell","don"
"don","mention"
"mention","it"
"it","said"
"said","hagrid"
"hagrid","gruffly"
"gruffly","don"
"don","expect"
"expect","you"
"you","had"
"had","a"
"a","lotta"
"lotta","presents"
"presents","from"
"from","them"
"them","dursleys"
"dursleys","just"
"just","ollivanders"
"ollivanders","left"
"left","now"
"now","only"
"only","place"
"place","fer"
"fer","wands"
"wands","ollivanders"
"ollivanders","and"
"and","yeh"
"yeh","got"
"got","ta"
"ta","have"
"have","the"
"the","best"
"best","wand"
"wand","a"
"a","magic"
"magic","wand"
"wand","this"
"this","was"
"was","what"
"what","harry"
"harry","had"
"had","been"
"been","really"
"really","looking"
"looking","forward"
"forward","to"
"to","the"
"the","last"
"last","shop"
"shop","was"
"was","narrow"
"narrow","and"
"and","shabby"
"shabby","peeling"
"peeling","gold"
"gold","letters"
"letters","over"
"over","the"
"the","door"
"door","read"
"read","ollivanders"
"ollivanders","makers"
"makers","of"
"of","fine"
"fine","wands"
"wands","since"
"since","b.c"
"b.c","a"
"a","single"
"single","wand"
"wand","lay"
"lay","on"
"on","a"
"a","faded"
"faded","purple"
"purple","cushion"
"cushion","in"
"in","the"
"the","dusty"
"dusty","window"
"window","a"
"a","tinkling"
"tinkling","bell"
"bell","rang"
"rang","somewhere"
"somewhere","in"
"in","the"
"the","depths"
"depths","of"
"of","the"
"the","shop"
"shop","as"
"as","they"
"they","stepped"
"stepped","inside"
"inside","it"
"it","was"
"was","a"
"a","tiny"
"tiny","place"
"place","empty"
"empty","except"
"except","for"
"for","a"
"a","single"
"single","spindly"
"spindly","chair"
"chair","that"
"that","hagrid"
"hagrid","sat"
"sat","on"
"on","to"
"to","wait"
"wait","harry"
"harry","felt"
"felt","strangely"
"strangely","as"
"as","though"
"though","he"
"he","had"
"had","entered"
"entered","a"
"a","very"
"very","strict"
"strict","library"
"library","he"
"he","swallowed"
"swallowed","a"
"a","lot"
"lot","of"
"of","new"
"new","questions"
"questions","that"
"that","had"
"had","just"
"just","occurred"
"occurred","to"
"to","him"
"him","and"
"and","looked"
"looked","instead"
"instead","at"
"at","the"
"the","thousands"
"thousands","of"
"of","narrow"
"narrow","boxes"
"boxes","piled"
"piled","neatly"
"neatly","right"
"right","up"
"up","to"
"to","the"
"the","ceiling"
"ceiling","for"
"for","some"
"some","reason"
"reason","the"
"the","back"
"back","of"
"of","his"
"his","neck"
"neck","prickled"
"prickled","the"
"the","very"
"very","dust"
"dust","and"
"and","silence"
"silence","in"
"in","here"
"here","seemed"
"seemed","to"
"to","tingle"
"tingle","with"
"with","some"
"some","secret"
"secret","magic"
"magic","good"
"good","afternoon"
"afternoon","said"
"said","a"
"a","soft"
"soft","voice"
"voice","harry"
"harry","jumped"
"jumped","hagrid"
"hagrid","must"
"must","have"
"have","jumped"
"jumped","too"
"too","because"
"because","there"
"there","was"
"was","a"
"a","loud"
"loud","crunching"
"crunching","noise"
"noise","and"
"and","he"
"he","got"
"got","quickly"
"quickly","off"
"off","the"
"the","spindly"
"spindly","chair"
"chair","an"
"an","old"
"old","man"
"man","was"
"was","standing"
"standing","before"
"before","them"
"them","his"
"his","wide"
"wide","pale"
"pale","eyes"
"eyes","shining"
"shining","like"
"like","moons"
"moons","through"
"through","the"
"the","gloom"
"gloom","of"
"of","the"
"the","shop"
"shop","hello"
"hello","said"
"said","harry"
"harry","awkwardly"
"awkwardly","ah"
"ah","yes"
"yes","said"
"said","the"
"the","man"
"man","yes"
"yes","yes"
"yes","i"
"i","thought"
"thought","i"
"i","be"
"be","seeing"
"seeing","you"
"you","soon"
"soon","harry"
"harry","potter"
"potter","it"
"it","was"
"was","n't"
"n't","a"
"a","question"
"question","you"
"you","have"
"have","your"
"your","mother"
"mother","eyes"
"eyes","it"
"it","seems"
"seems","only"
"only","yesterday"
"yesterday","she"
"she","was"
"was","in"
"in","here"
"here","herself"
"herself","buying"
"buying","her"
"her","first"
"first","wand"
"wand","ten"
"ten","and"
"and","a"
"a","quarter"
"quarter","inches"
"inches","long"
"long","swishy"
"swishy","made"
"made","of"
"of","willow"
"willow","nice"
"nice","wand"
"wand","for"
"for","charm"
"charm","work"
"work","mr."
"mr.","ollivander"
"ollivander","moved"
"moved","closer"
"closer","to"
"to","harry"
"harry","harry"
"harry","wished"
"wished","he"
"he","would"
"would","blink"
"blink","those"
"those","silvery"
"silvery","eyes"
"eyes","were"
"were","a"
"a","bit"
"bit","creepy"
"creepy","your"
"your","father"
"father","on"
"on","the"
"the","other"
"other","hand"
"hand","favored"
"favored","a"
"a","mahogany"
"mahogany","wand"
"wand","eleven"
"eleven","inches"
"inches","pliable"
"pliable","a"
"a","little"
"little","more"
"more","power"
"power","and"
"and","excellent"
"excellent","for"
"for","transfiguration"
"transfiguration","well"
"well","i"
"i","say"
"say","your"
"your","father"
"father","favored"
"favored","it"
"it","it"
"it","really"
"really","the"
"the","wand"
"wand","that"
"that","chooses"
"chooses","the"
"the","wizard"
"wizard","of"
"of","course"
"course","mr."
"mr.","ollivander"
"ollivander","had"
"had","come"
"come","so"
"so","close"
"close","that"
"that","he"
"he","and"
"and","harry"
"harry","were"
"were","almost"
"almost","nose"
"nose","to"
"to","nose"
"nose","harry"
"harry","could"
"could","see"
"see","himself"
"himself","reflected"
"reflected","in"
"in","those"
"those","misty"
"misty","eyes"
"eyes","and"
"and","that"
"that","where"
"where","mr."
"mr.","ollivander"
"ollivander","touched"
"touched","the"
"the","lightning"
"lightning","scar"
"scar","on"
"on","harry"
"harry","forehead"
"forehead","with"
"with","a"
"a","long"
"long","white"
"white","finger"
"finger","i"
"i","sorry"
"sorry","to"
"to","say"
"say","i"
"i","sold"
"sold","the"
"the","wand"
"wand","that"
"that","did"
"did","it"
"it","he"
"he","said"
"said","softly"
"softly","thirteen-and-a-half"
"thirteen-and-a-half","inches"
"inches","yew"
"yew","powerful"
"powerful","wand"
"wand","very"
"very","powerful"
"powerful","and"
"and","in"
"in","the"
"the","wrong"
"wrong","hands"
"hands","well"
"well","if"
"if","i"
"i","known"
"known","what"
"what","that"
"that","wand"
"wand","was"
"was","going"
"going","out"
"out","into"
"into","the"
"the","world"
"world","to"
"to","do"
"do","he"
"he","shook"
"shook","his"
"his","head"
"head","and"
"and","then"
"then","to"
"to","harry"
"harry","relief"
"relief","spotted"
"spotted","hagrid"
"hagrid","rubeus"
"rubeus","rubeus"
"rubeus","hagrid"
"hagrid","how"
"how","nice"
"nice","to"
"to","see"
"see","you"
"you","again"
"again","oak"
"oak","sixteen"
"sixteen","inches"
"inches","rather"
"rather","bendy"
"bendy","was"
"was","n't"
"n't","it"
"it","it"
"it","was"
"was","sir"
"sir","yes"
"yes","said"
"said","hagrid"
"hagrid","good"
"good","wand"
"wand","that"
"that","one"
"one","but"
"but","i"
"i","suppose"
"suppose","they"
"they","snapped"
"snapped","it"
"it","in"
"in","half"
"half","when"
"when","you"
"you","got"
"got","expelled"
"expelled","said"
"said","mr."
"mr.","ollivander"
"ollivander","suddenly"
"suddenly","stern"
"stern","er"
"er","yes"
"yes","they"
"they","did"
"did","yes"
"yes","said"
"said","hagrid"
"hagrid","shuffling"
"shuffling","his"
"his","feet"
"feet","i"
"i","still"
"still","got"
"got","the"
"the","pieces"
"pieces","though"
"though","he"
"he","added"
"added","brightly"
"brightly","but"
"but","you"
"you","do"
"do","n't"
"n't","use"
"use","them"
"them","said"
"said","mr."
"mr.","ollivander"
"ollivander","sharply"
"sharply","oh"
"oh","no"
"no","sit"
"sit","said"
"said","hagrid"
"hagrid","quickly"
"quickly","harry"
"harry","noticed"
"noticed","he"
"he","gripped"
"gripped","his"
"his","pink"
"pink","umbrella"
"umbrella","very"
"very","tightly"
"tightly","as"
"as","he"
"he","spoke"
"spoke","hmmm"
"hmmm","said"
"said","mr."
"mr.","ollivander"
"ollivander","giving"
"giving","hagrid"
"hagrid","a"
"a","piercing"
"piercing","look"
"look","well"
"well","now"
"now","mr."
"mr.","potter"
"potter","let"
"let","me"
"me","see"
"see","he"
"he","pulled"
"pulled","a"
"a","long"
"long","tape"
"tape","measure"
"measure","with"
"with","silver"
"silver","markings"
"markings","out"
"out","of"
"of","his"
"his","pocket"
"pocket","which"
"which","is"
"is","your"
"your","wand"
"wand","arm"
"arm","er"
"er","well"
"well","i"
"i","right-handed"
"right-handed","said"
"said","harry"
"harry","hold"
"hold","out"
"out","your"
"your","arm"
"arm","that"
"that","it"
"it","he"
"he","measured"
"measured","harry"
"harry","from"
"from","shoulder"
"shoulder","to"
"to","finger"
"finger","then"
"then","wrist"
"wrist","to"
"to","elbow"
"elbow","shoulder"
"shoulder","to"
"to","floor"
"floor","knee"
"knee","to"
"to","armpit"
"armpit","and"
"and","round"
"round","his"
"his","head"
"head","as"
"as","he"
"he","measured"
"measured","he"
"he","said"
"said","every"
"every","ollivander"
"ollivander","wand"
"wand","has"
"has","a"
"a","core"
"core","of"
"of","a"
"a","powerful"
"powerful","magical"
"magical","substance"
"substance","mr."
"mr.","potter"
"potter","we"
"we","use"
"use","unicorn"
"unicorn","hairs"
"hairs","phoenix"
"phoenix","tail"
"tail","feathers"
"feathers","and"
"and","the"
"the","heartstrings"
"heartstrings","of"
"of","dragons"
"dragons","no"
"no","two"
"two","ollivander"
"ollivander","wands"
"wands","are"
"are","the"
"the","same"
"same","just"
"just","as"
"as","no"
"no","two"
"two","unicorns"
"unicorns","dragons"
"dragons","or"
"or","phoenixes"
"phoenixes","are"
"are","quite"
"quite","the"
"the","same"
"same","and"
"and","of"
"of","course"
"course","you"
"you","will"
"will","never"
"never","get"
"get","such"
"such","good"
"good","results"
"results","with"
"with","another"
"another","wizard"
"wizard","wand"
"wand","harry"
"harry","suddenly"
"suddenly","realized"
"realized","that"
"that","the"
"the","tape"
"tape","measure"
"measure","which"
"which","was"
"was","measuring"
"measuring","between"
"between","his"
"his","nostrils"
"nostrils","was"
"was","doing"
"doing","this"
"this","on"
"on","its"
"its","own"
"own","mr."
"mr.","ollivander"
"ollivander","was"
"was","flitting"
"flitting","around"
"around","the"
"the","shelves"
"shelves","taking"
"taking","down"
"down","boxes"
"boxes","that"
"that","will"
"will","do"
"do","he"
"he","said"
"said","and"
"and","the"
"the","tape"
"tape","measure"
"measure","crumpled"
"crumpled","into"
"into","a"
"a","heap"
"heap","on"
"on","the"
"the","floor"
"floor","right"
"right","then"
"then","mr."
"mr.","potter"
"potter","try"
"try","this"
"this","one"
"one","beechwood"
"beechwood","and"
"and","dragon"
"dragon","heartstring"
"heartstring","nine"
"nine","inches"
"inches","nice"
"nice","and"
"and","flexible"
"flexible","just"
"just","take"
"take","it"
"it","and"
"and","give"
"give","it"
"it","a"
"a","wave"
"wave","harry"
"harry","took"
"took","the"
"the","wand"
"wand","and"
"and","feeling"
"feeling","foolish"
"foolish","waved"
"waved","it"
"it","around"
"around","a"
"a","bit"
"bit","but"
"but","mr."
"mr.","ollivander"
"ollivander","snatched"
"snatched","it"
"it","out"
"out","of"
"of","his"
"his","hand"
"hand","almost"
"almost","at"
"at","once"
"once","maple"
"maple","and"
"and","phoenix"
"phoenix","feather"
"feather","seven"
"seven","inches"
"inches","quite"
"quite","whippy"
"whippy","try"
"try","harry"
"harry","tried"
"tried","but"
"but","he"
"he","had"
"had","hardly"
"hardly","raised"
"raised","the"
"the","wand"
"wand","when"
"when","it"
"it","too"
"too","was"
"was","snatched"
"snatched","back"
"back","by"
"by","mr."
"mr.","ollivander"
"ollivander","no"
"no","no"
"no","ebony"
"ebony","and"
"and","unicorn"
"unicorn","hair"
"hair","eight"
"eight","and"
"and","a"
"a","half"
"half","inches"
"inches","springy"
"springy","go"
"go","on"
"on","go"
"go","on"
"on","try"
"try","it"
"it","out"
"out","harry"
"harry","tried"
"tried","and"
"and","tried"
"tried","he"
"he","had"
"had","no"
"no","idea"
"idea","what"
"what","mr."
"mr.","ollivander"
"ollivander","was"
"was","waiting"
"waiting","for"
"for","the"
"the","pile"
"pile","of"
"of","tried"
"tried","wands"
"wands","was"
"was","mounting"
"mounting","higher"
"higher","and"
"and","higher"
"higher","on"
"on","the"
"the","spindly"
"spindly","chair"
"chair","but"
"but","the"
"the","more"
"more","wands"
"wands","mr."
"mr.","ollivander"
"ollivander","pulled"
"pulled","from"
"from","the"
"the","shelves"
"shelves","the"
"the","happier"
"happier","he"
"he","seemed"
"seemed","to"
"to","become"
"become","tricky"
"tricky","customer"
"customer","eh"
"eh","not"
"not","to"
"to","worry"
"worry","we"
"we","find"
"find","the"
"the","perfect"
"perfect","match"
"match","here"
"here","somewhere"
"somewhere","i"
"i","wonder"
"wonder","now"
"now","yes"
"yes","why"
"why","not"
"not","unusual"
"unusual","combination"
"combination","holly"
"holly","and"
"and","phoenix"
"phoenix","feather"
"feather","eleven"
"eleven","inches"
"inches","nice"
"nice","and"
"and","supple"
"supple","harry"
"harry","took"
"took","the"
"the","wand"
"wand","he"
"he","felt"
"felt","a"
"a","sudden"
"sudden","warmth"
"warmth","in"
"in","his"
"his","fingers"
"fingers","he"
"he","raised"
"raised","the"
"the","wand"
"wand","above"
"above","his"
"his","head"
"head","brought"
"brought","it"
"it","swishing"
"swishing","down"
"down","through"
"through","the"
"the","dusty"
"dusty","air"
"air","and"
"and","a"
"a","stream"
"stream","of"
"of","red"
"red","and"
"and","gold"
"gold","sparks"
"sparks","shot"
"shot","from"
"from","the"
"the","end"
"end","like"
"like","a"
"a","firework"
"firework","throwing"
"throwing","dancing"
"dancing","spots"
"spots","of"
"of","light"
"light","on"
"on","to"
"to","the"
"the","walls"
"walls","hagrid"
"hagrid","whooped"
"whooped","and"
"and","clapped"
"clapped","and"
"and","mr."
"mr.","ollivander"
"ollivander","cried"
"cried","oh"
"oh","bravo"
"bravo","yes"
"yes","indeed"
"indeed","oh"
"oh","very"
"very","good"
"good","well"
"well","well"
"well","well"
"well","how"
"how","curious"
"curious","how"
"how","very"
"very","curious"
"curious","he"
"he","put"
"put","harry"
"harry","wand"
"wand","back"
"back","into"
"into","its"
"its","box"
"box","and"
"and","wrapped"
"wrapped","it"
"it","in"
"in","brown"
"brown","paper"
"paper","still"
"still","muttering"
"muttering","curious"
"curious","curious.."
"curious..","sorry"
"sorry","said"
"said","harry"
"harry","but"
"but","what"
"what","curious"
"curious","mr."
"mr.","ollivander"
"ollivander","fixed"
"fixed","harry"
"harry","with"
"with","his"
"his","pale"
"pale","stare"
"stare","i"
"i","remember"
"remember","every"
"every","wand"
"wand","i"
"i","ever"
"ever","sold"
"sold","mr."
"mr.","potter"
"potter","every"
"every","single"
"single","wand"
"wand","it"
"it","so"
"so","happens"
"happens","that"
"that","the"
"the","phoenix"
"phoenix","whose"
"whose","tail"
"tail","feather"
"feather","is"
"is","in"
"in","your"
"your","wand"
"wand","gave"
"gave","another"
"another","feather"
"feather","just"
"just","one"
"one","other"
"other","it"
"it","is"
"is","very"
"very","curious"
"curious","indeed"
"indeed","that"
"that","you"
"you","should"
"should","be"
"be","destined"
"destined","for"
"for","this"
"this","wand"
"wand","when"
"when","its"
"its","brother"
"brother","why"
"why","its"
"its","brother"
"brother","gave"
"gave","you"
"you","that"
"that","scar"
"scar","harry"
"harry","swallowed"
"swallowed","yes"
"yes","thirteen-and-a-half"
"thirteen-and-a-half","inches"
"inches","yew"
"yew","curious"
"curious","indeed"
"indeed","how"
"how","these"
"these","things"
"things","happen"
"happen","the"
"the","wand"
"wand","chooses"
"chooses","the"
"the","wizard"
"wizard","remember"
"remember","i"
"i","think"
"think","we"
"we","must"
"must","expect"
"expect","great"
"great","things"
"things","from"
"from","you"
"you","mr."
"mr.","potter"
"potter","after"
"after","all"
"all","he-"
"he-","who-must-not-be-named"
"who-must-not-be-named","did"
"did","great"
"great","things"
"things","terrible"
"terrible","yes"
"yes","but"
"but","great"
"great","harry"
"harry","shivered"
"shivered","he"
"he","was"
"was","n't"
"n't","sure"
"sure","he"
"he","liked"
"liked","mr."
"mr.","ollivander"
"ollivander","too"
"too","much"
"much","he"
"he","paid"
"paid","seven"
"seven","gold"
"gold","galleons"
"galleons","for"
"for","his"
"his","wand"
"wand","and"
"and","mr."
"mr.","ollivander"
"ollivander","bowed"
"bowed","them"
"them","from"
"from","his"
"his","shop"
"shop","the"
"the","late"
"late","afternoon"
"afternoon","sun"
"sun","hung"
"hung","low"
"low","in"
"in","the"
"the","sky"
"sky","as"
"as","harry"
"harry","and"
"and","hagrid"
"hagrid","made"
"made","their"
"their","way"
"way","back"
"back","down"
"down","diagon"
"diagon","alley"
"alley","back"
"back","through"
"through","the"
"the","wall"
"wall","back"
"back","through"
"through","the"
"the","leaky"
"leaky","cauldron"
"cauldron","now"
"now","empty"
"empty","harry"
"harry","did"
"did","n't"
"n't","speak"
"speak","at"
"at","all"
"all","as"
"as","they"
"they","walked"
"walked","down"
"down","the"
"the","road"
"road","he"
"he","did"
"did","n't"
"n't","even"
"even","notice"
"notice","how"
"how","much"
"much","people"
"people","were"
"were","gawking"
"gawking","at"
"at","them"
"them","on"
"on","the"
"the","underground"
"underground","laden"
"laden","as"
"as","they"
"they","were"
"were","with"
"with","all"
"all","their"
"their","funny-shaped"
"funny-shaped","packages"
"packages","with"
"with","the"
"the","snowy"
